cell_id,group
ljceenpn-1,normal
ljchdemm-1,normal
ljchkdnf-1,normal
ljchopkk-1,normal
ljckjlol-1,normal
ljcldapn-1,normal
ljcllfim-1,normal
ljddfgij-1,normal
ljdekkpp-1,tumor
ljdjekgk-1,tumor
ljdjhfdm-1,tumor
ljdkgand-1,normal
ljdknamb-1,normal
ljdljmdj-1,tumor
ljdofnnh-1,tumor
ljeakoki-1,normal
ljebcejn-1,normal
ljecanjb-1,normal
ljejachd-1,normal
ljeocnkj-1,normal
ljfkhmlc-1,normal
ljgeobcb-1,normal
ljgpddjl-1,normal
ljhdojkf-1,normal
ljheebdd-1,normal
ljhhicee-1,normal
ljhlgcaf-1,normal
ljiaanaa-1,normal
ljidcfki-1,normal
ljifbfdo-1,normal
ljihdiee-1,normal
ljiiilol-1,tumor
ljiiomoa-1,normal
ljijmpcb-1,tumor
ljineedb-1,tumor
ljipmfob-1,normal
ljjaiden-1,normal
ljjfbbhk-1,normal
ljjjgbog-1,normal
ljjkieho-1,normal
ljjofhnm-1,normal
ljjogngf-1,normal
ljkafokp-1,normal
ljkejaje-1,normal
ljkekfgk-1,normal
ljkgmgen-1,normal
ljklbkim-1,normal
ljkpokmp-1,normal
ljlchhno-1,normal
ljlfdbjb-1,normal
ljlggobc-1,normal
ljlhnihp-1,normal
ljljfdjg-1,normal
ljljoodm-1,tumor
ljljpkch-1,normal
ljmafjmg-1,normal
ljnaclog-1,normal
ljnfnhmc-1,tumor
ljnidkbn-1,tumor
ljnilcej-1,normal
ljnlagap-1,tumor
ljnlbmhp-1,normal
ljnociog-1,normal
ljoaogkc-1,normal
ljodgmjh-1,normal
ljpakaoh-1,tumor
ljpbcgif-1,tumor
ljpbfleg-1,tumor
ljpboenc-1,tumor
ljpdbffm-1,normal
ljpjnogi-1,normal
ljplcbpm-1,tumor
ljpmbmcd-1,normal
ljppbmfl-1,tumor
lkacbbbh-1,tumor
lkacjklf-1,tumor
lkadhofo-1,normal
lkajeekh-1,normal
lkbfomdp-1,normal
lkbmloef-1,normal
lkcfalej-1,normal
lkcgfakf-1,tumor
lkckinbk-1,tumor
lkckompa-1,normal
lkcnkobf-1,normal
lkcolifl-1,normal
lkdbpiih-1,tumor
lkdkjjgj-1,tumor
lkdmacih-1,tumor
lkdmaecd-1,tumor
lkdmonaa-1,tumor
lkebmbho-1,tumor
lkecgmcb-1,tumor
lkeejmhk-1,normal
lkejdejm-1,normal
lkekgkib-1,normal
lkempcbd-1,normal
lkenieoo-1,normal
lkepleip-1,normal
lkffmlol-1,normal
lkfgjogp-1,normal
lkfglfeh-1,normal
lkgbmhli-1,normal
lkgeimij-1,normal
lkglajmm-1,normal
lkgnfcdc-1,normal
lkgnijkp-1,normal
lkhbfgjc-1,normal
lkhgngee-1,normal
lkhhkjmb-1,normal
lkhpcblp-1,normal
lkiajknj-1,normal
lkieillj-1,normal
lkignedj-1,normal
lkijhppc-1,normal
lkilchbl-1,normal
lkimclif-1,normal
lkjcnjgm-1,normal
lkjngfif-1,normal
lkkccffg-1,normal
lkkiinga-1,normal
lkkpdcfj-1,normal
lkkppckf-1,normal
lkldclhe-1,normal
lkljfkeb-1,normal
lkmbgbaa-1,normal
lkmedhdk-1,normal
lkmgcilo-1,normal
lkmjiipe-1,normal
lkmkmmmf-1,normal
lknbegip-1,normal
lknegoab-1,normal
lknhbnpi-1,normal
lknhhdjm-1,normal
lknhmilc-1,normal
lknilega-1,normal
lknilgie-1,normal
lknmfblm-1,normal
lkoagoad-1,normal
lkoclohl-1,normal
lkoedhdf-1,tumor
lkofadep-1,normal
lkogomik-1,normal
lkohdmpm-1,tumor
lkokhcfk-1,normal
lkpfbbph-1,normal
lkphgmof-1,normal
lkpokhnn-1,normal
llaadhmg-1,normal
lladejgo-1,normal
llaebedb-1,normal
llaepkhe-1,normal
llafmnlh-1,normal
llahalmm-1,normal
llanjmfl-1,normal
llbbbemk-1,normal
llbclhdk-1,normal
llbiccjl-1,normal
llbiiloc-1,normal
llbijblg-1,normal
llbmmcpg-1,normal
llboaijk-1,normal
llcbpbmf-1,normal
llcdjofi-1,normal
llceolml-1,normal
llcgdjki-1,normal
llcgindl-1,normal
llchdlcn-1,normal
llcmlmlb-1,normal
llcnlmok-1,normal
llcpdedi-1,normal
llcphjgb-1,normal
llcpigfo-1,normal
lldbadoa-1,normal
lldbnoem-1,normal
lldddiam-1,normal
lldelloa-1,normal
lldinoca-1,normal
lldmjlen-1,normal
lldmoein-1,normal
lledkmlj-1,normal
llegkpad-1,tumor
lleligkj-1,normal
lleobmif-1,normal
llfakfkg-1,normal
llfbdgek-1,normal
llfbgfob-1,normal
llfdhdbn-1,normal
llfjbace-1,normal
llfjdlmk-1,tumor
llfpbbom-1,normal
llgaaplb-1,normal
llhaahom-1,normal
llhajbnb-1,normal
llhbccjm-1,normal
llhdogbd-1,normal
llhmogfb-1,normal
llhnkfae-1,normal
llhnnbfm-1,normal
llhnoajn-1,tumor
llholejb-1,tumor
llhonmfc-1,tumor
lliaacil-1,tumor
llidaflm-1,tumor
llifblkn-1,tumor
llifgfkm-1,tumor
lliockef-1,tumor
lljeajhh-1,normal
lljelfgp-1,tumor
lljfahcp-1,tumor
lljneaae-1,tumor
lljppkff-1,normal
llkidnmd-1,normal
llkjacko-1,normal
llkjffim-1,normal
llknihce-1,tumor
lllbbgdo-1,normal
lllfmcoi-1,normal
lllogkim-1,tumor
llmagkdf-1,tumor
llmbfiop-1,normal
llmdiofk-1,normal
llmefjbn-1,tumor
llmelblk-1,normal
llmhmjdf-1,normal
llmkmecp-1,normal
llmnidfc-1,normal
llnalkhk-1,normal
llnbeile-1,tumor
llnbkhpa-1,tumor
llndojpa-1,normal
llnlbmhi-1,normal
llobcdel-1,tumor
llobfckd-1,normal
llofigcm-1,tumor
llohomka-1,tumor
llooifjd-1,normal
llpakobp-1,normal
llpcikfb-1,normal
llpdoabi-1,normal
llpinhop-1,normal
llpolkck-1,normal
llpopmfp-1,normal
lmaijage-1,normal
lmangalk-1,tumor
lmbajhap-1,tumor
lmbbapae-1,tumor
lmbbgppl-1,normal
lmbmhaii-1,tumor
lmbngaie-1,tumor
lmbpfbcm-1,tumor
lmceegjf-1,normal
lmcgahig-1,normal
lmcjngad-1,normal
lmckehel-1,normal
lmcnedep-1,normal
lmcnenih-1,normal
lmcnncik-1,normal
lmcpbdpj-1,normal
lmdahihp-1,normal
lmdanfgm-1,tumor
lmdbeiha-1,normal
lmdchlcl-1,tumor
lmdeolih-1,normal
lmdffjdk-1,normal
lmdfjkbk-1,normal
lmdglibf-1,normal
lmdhknjc-1,normal
lmdpkmke-1,tumor
lmeebapc-1,normal
lmeecoeh-1,normal
lmeiiafg-1,normal
lmellmad-1,normal
lmfaoefo-1,normal
lmfchebk-1,tumor
lmfdiigf-1,tumor
lmfjepcb-1,tumor
lmfkaaga-1,normal
lmfpdfhe-1,normal
lmfpoeln-1,tumor
lmgajhgi-1,normal
lmgalbnn-1,normal
lmgkempi-1,normal
lmhafcjl-1,normal
lmhdifcp-1,normal
lmhklkff-1,normal
lmhmjhba-1,normal
lmidmbja-1,normal
lmiebcif-1,normal
lmijbpdl-1,normal
lmijdodb-1,tumor
lmimnjgp-1,normal
lmipfgbb-1,normal
lmjieebc-1,normal
lmjnfeom-1,normal
lmkcacop-1,normal
lmkcmaoe-1,tumor
lmkefbnk-1,normal
lmkgkned-1,normal
lmkhobkk-1,normal
lmklabfo-1,normal
lmkodkal-1,normal
lmkolhbn-1,normal
lmkpldai-1,normal
lmlapggf-1,normal
lmlbgpah-1,normal
lmlcebob-1,normal
lmlcjcia-1,normal
lmldnakj-1,normal
lmlihhbi-1,normal
lmloeooa-1,normal
lmlokcai-1,normal
lmlpbpoj-1,normal
lmmaobda-1,normal
lmmckomc-1,normal
lmmnikfl-1,tumor
lmmognfb-1,tumor
lmmpbdkn-1,tumor
lmmplbbb-1,tumor
lmnebpgj-1,normal
lmnkeedn-1,tumor
lmnkoeoi-1,tumor
lmnobdhh-1,tumor
lmnpagmo-1,tumor
lmoadend-1,tumor
lmobfbkp-1,normal
lmofblai-1,normal
lmohjnlg-1,normal
lmojkdoi-1,normal
lmomeeji-1,normal
lmopbeif-1,normal
lmopefdb-1,normal
lmpecnno-1,normal
lmpgedei-1,normal
lmpicekn-1,normal
lmplhofd-1,normal
lmpnbhki-1,normal
lmpnnpno-1,normal
lnabkbpp-1,normal
lnaboifi-1,normal
lnanjgob-1,normal
lnapmnpe-1,normal
lnbcmelp-1,normal
lnbdekfl-1,normal
lnbdkcpb-1,normal
lnbfbpal-1,normal
lnbnepei-1,normal
lncaclah-1,normal
lncahbek-1,normal
lncbamme-1,normal
lncceieo-1,tumor
lnccheie-1,tumor
lncealem-1,normal
lncfbhkl-1,normal
lnckalhk-1,normal
lncokmph-1,normal
lncpifgf-1,normal
lndakneo-1,normal
lndaoplj-1,normal
lndcebak-1,normal
lndchfcc-1,tumor
lndkkllf-1,tumor
lnebcedl-1,normal
lnebgngm-1,normal
lnedmicf-1,normal
lneiagnc-1,normal
lnenhlah-1,tumor
lnepjole-1,tumor
lnfeonha-1,normal
lnfiihoi-1,tumor
lnfinfkn-1,tumor
lnfldcla-1,normal
lnfpefmb-1,normal
lngalimo-1,normal
lngbiacg-1,normal
lngfdpih-1,normal
lngfldcm-1,normal
lnggemmk-1,normal
lnginbci-1,normal
lngjmocm-1,normal
lngkbbbe-1,normal
lngmfjpl-1,tumor
lngmmoak-1,normal
lnhcokco-1,normal
lnhdgmlp-1,tumor
lnhflcln-1,normal
lnhghijc-1,normal
lnhgnjaf-1,normal
lnhhddfk-1,normal
lnhkjngj-1,normal
lnhoafol-1,normal
lnhoeamo-1,normal
lnhoffdh-1,normal
lniaaboa-1,normal
lnibfbdo-1,normal
lnigcjjl-1,normal
lnigoipl-1,normal
lnikdpcn-1,tumor
lnikokee-1,normal
lnimagef-1,normal
lnipabpl-1,tumor
lnjbfmlb-1,normal
lnjkable-1,normal
lnjkimce-1,normal
lnjoackb-1,normal
lnkcgnoh-1,normal
lnkcohej-1,normal
lnklfcnn-1,normal
lnkndmpc-1,normal
lnlimlei-1,normal
lnlimlnb-1,normal
lnllkhkd-1,normal
lnloggdm-1,normal
lnmdimgp-1,normal
lnmlmccd-1,normal
lnnbpkjc-1,tumor
lnnfeioe-1,normal
lnnhfjad-1,normal
lnnjhhmp-1,normal
lnnlekje-1,normal
lnnomoaa-1,normal
lnobfhfo-1,normal
lnohdpel-1,normal
lnoiikie-1,normal
lnpagoha-1,normal
lnpbfblm-1,normal
lnpoafgg-1,normal
lnppoclo-1,normal
loabmaio-1,normal
loadkngd-1,normal
loaempkm-1,normal
loapfapi-1,normal
loaponfa-1,normal
lobanepm-1,normal
lobbdffn-1,tumor
lobiaeom-1,tumor
lobomadi-1,tumor
loccbioe-1,tumor
locckjlp-1,tumor
locdfipo-1,normal
locenbec-1,normal
locjhail-1,normal
locjhgng-1,normal
locoieic-1,normal
lodbmbll-1,normal
loddmmfg-1,normal
lodfemlf-1,normal
lodgjfkf-1,normal
lodidjih-1,normal
lodjocji-1,normal
lodljhei-1,normal
loegmnic-1,normal
loehdbgo-1,normal
lofdelip-1,normal
lofhbjfm-1,normal
lofnoiib-1,tumor
loggadeh-1,tumor
logkiaci-1,normal
logkkoek-1,tumor
lohaamne-1,normal
lohadmdh-1,normal
lohbdpjb-1,normal
lohdakln-1,tumor
lohfghfb-1,normal
lohfimfc-1,normal
lohgdgcf-1,normal
lohgijmb-1,normal
lohnmdck-1,normal
lohocdmc-1,normal
lohoppha-1,normal
loigonel-1,normal
loiiomcg-1,normal
loikeldd-1,normal
loikohog-1,normal
loilbbog-1,normal
loiloodp-1,tumor
lojcjdbd-1,normal
lojclbpj-1,normal
lojdaigl-1,tumor
lojdnchc-1,tumor
lojgpjka-1,tumor
lojjaejc-1,normal
lojkfhah-1,normal
lojocdlb-1,normal
lokgeegl-1,normal
lokkohcb-1,normal
loklciaj-1,tumor
loknljjn-1,normal
lokpccjj-1,normal
lokpfohd-1,tumor
lolabkhd-1,tumor
loldajhe-1,normal
loldcdol-1,normal
lolgfchj-1,normal
lolgignm-1,tumor
lolgojpb-1,normal
loljoped-1,normal
lolmclhb-1,normal
lomaljbp-1,normal
lomcnadm-1,normal
lomhooef-1,normal
lommgdne-1,tumor
lomnohdd-1,tumor
lonadjna-1,normal
lonbiabb-1,normal
lonbmgkn-1,normal
loncpfmf-1,normal
longagah-1,tumor
longfgcj-1,tumor
lonlceaj-1,tumor
lonohfkj-1,tumor
loobjddp-1,tumor
loodhobj-1,tumor
looegogc-1,tumor
loofnefk-1,normal
loohjmpd-1,normal
loohoihh-1,normal
looiigff-1,tumor
lopcbllk-1,normal
lopgcjcj-1,normal
lopjfgpc-1,tumor
lopkkicb-1,tumor
lopokhpm-1,tumor
lpabielk-1,tumor
lpaeamcc-1,normal
lpaemjad-1,tumor
lpakkpdh-1,normal
lpalogcj-1,normal
lpamhbfe-1,tumor
lpaobkdo-1,normal
lpaokeel-1,normal
lpapcbii-1,tumor
lpapdcoi-1,tumor
lpapeldn-1,tumor
lpbebbmn-1,normal
lpbfpomo-1,tumor
lpbhlhhm-1,normal
lpbmjodd-1,normal
lpboklmk-1,tumor
lpbonede-1,tumor
lpcekoia-1,normal
lpcemihe-1,tumor
lpcfpegc-1,tumor
lpcgglif-1,tumor
lpcljicm-1,normal
lpclmdon-1,normal
lpcmlfak-1,normal
lpdcdcmj-1,normal
lpdeheig-1,tumor
lpdipifo-1,tumor
lpeboijb-1,normal
lpehhfpb-1,normal
lpejihca-1,tumor
lpelkgln-1,tumor
lpembldk-1,normal
lpeneieo-1,normal
lpfdmcid-1,normal
lpfdmlha-1,normal
lpfihbog-1,tumor
lpfngbib-1,normal
lpfnmfcn-1,normal
lpfnmnpo-1,tumor
lpfofnff-1,tumor
lpgaibhd-1,tumor
lpgclllc-1,tumor
lpgdlocm-1,normal
lpgfjffp-1,normal
lpggieia-1,tumor
lpgglpdg-1,tumor
lpghafpe-1,tumor
lpgkjnco-1,tumor
lpglkjhf-1,tumor
lphbhold-1,tumor
lphdedgc-1,tumor
lphfcibd-1,tumor
lphmcaec-1,tumor
lphomeph-1,normal
lpibofpo-1,normal
lpipmjjn-1,normal
lpjbdlcc-1,normal
lpjcpkob-1,normal
lpjedikh-1,normal
lpjegcil-1,tumor
lpjfbmpl-1,tumor
lpjgdmmd-1,tumor
lpjgikna-1,tumor
lpjhednd-1,normal
lpjhpgbh-1,normal
lpjijjob-1,normal
lpjohmfe-1,normal
lpkccdfh-1,normal
lpkjfkka-1,tumor
lpkkkkim-1,tumor
lpkklemj-1,tumor
lpkmabkn-1,normal
lpkmnden-1,normal
lpkppbnn-1,normal
lplcpikg-1,normal
lplmbkhh-1,normal
lplpnona-1,normal
lpmaeaco-1,tumor
lpmbfdge-1,tumor
lpmceehj-1,tumor
lpmebbbc-1,normal
lpmfijhd-1,tumor
lpmjlmoj-1,tumor
lpmkgled-1,tumor
lpmkkbfi-1,tumor
lpmllonb-1,normal
lpmpcpdf-1,tumor
lpnjjbhl-1,normal
lpnnijph-1,normal
lpnpldjg-1,normal
lpoacglk-1,normal
lpocamlp-1,normal
lpoghndh-1,normal
lpojfdko-1,normal
lpolomfk-1,normal
lppaioka-1,normal
lppbdhkp-1,normal
lppdpepe-1,tumor
lppgpppa-1,normal
lpphggjc-1,normal
maabbiep-1,normal
maadcaac-1,normal
maafdlea-1,tumor
maagadij-1,normal
maahbcoj-1,tumor
maaheblb-1,tumor
maalndll-1,normal
maalnphj-1,normal
maamkmpa-1,normal
maannaji-1,normal
maaofamj-1,tumor
mabbpjlc-1,tumor
mabkaeml-1,normal
maboamfn-1,normal
macehagi-1,normal
macfpddh-1,normal
macgpklk-1,tumor
macheoli-1,normal
macoanod-1,tumor
macoipie-1,tumor
madinbcg-1,normal
madjidje-1,normal
madldnnj-1,normal
madplomf-1,normal
maeakkfi-1,normal
maebmhnk-1,normal
maedcnai-1,tumor
maedjcij-1,normal
maegahma-1,tumor
maelfcpj-1,normal
maemnbic-1,normal
mafblipp-1,normal
mafdeodi-1,normal
maffhmga-1,normal
mafhmfhj-1,normal
maflpbjd-1,normal
mafnlkbl-1,normal
mafolgpl-1,normal
magegicm-1,normal
magjbnlk-1,normal
mahgfkcd-1,normal
mahlkcik-1,normal
maijadng-1,tumor
maikpkhp-1,normal
mailedfo-1,normal
maindbim-1,normal
maipjefe-1,tumor
majfajbp-1,normal
majgblln-1,normal
majjgecn-1,normal
makaaega-1,normal
makcmoal-1,normal
makdbiik-1,tumor
makfgkml-1,tumor
makijolg-1,tumor
makoellc-1,normal
malanjhj-1,normal
malbmbek-1,normal
maldaoli-1,tumor
malenfjd-1,tumor
malgkpje-1,tumor
malojnka-1,normal
malommhl-1,tumor
malplfeh-1,normal
mamchmjc-1,tumor
mamdknlb-1,normal
mamjlfcb-1,tumor
mamjolde-1,tumor
mamkchdb-1,tumor
mamlapbm-1,normal
mamnfkam-1,normal
manhdiga-1,normal
manibkfb-1,tumor
manidbea-1,normal
manjdpfc-1,normal
mankikoe-1,normal
manlkgdg-1,tumor
manmhccn-1,normal
manpaodf-1,tumor
maoconhc-1,normal
maofleak-1,normal
maoiekoh-1,normal
maojnkef-1,tumor
maokbhhk-1,tumor
maoldpad-1,tumor
maolohek-1,tumor
maooijon-1,tumor
maooobjg-1,tumor
maoopekc-1,tumor
mapacmil-1,normal
mapandbf-1,normal
mapbgaej-1,normal
mapdihod-1,tumor
mapflnem-1,tumor
mapghjmm-1,normal
maphmhcm-1,normal
mapijklf-1,normal
mapkliai-1,normal
mapmmpai-1,normal
mapnifof-1,normal
mbabifpd-1,normal
mbacahck-1,normal
mbaekjkf-1,normal
mbafpclj-1,normal
mbaijklb-1,tumor
mbakdlkk-1,normal
mbanfdln-1,tumor
mbanknlj-1,normal
mbaonkpa-1,normal
mbbbkbhl-1,normal
mbbbklom-1,tumor
mbbcikgf-1,normal
mbbcimpm-1,normal
mbbgldhf-1,normal
mbbndlec-1,normal
mbbngmng-1,tumor
mbbnogdk-1,normal
mbcdpabk-1,normal
mbcemejn-1,normal
mbcgphdh-1,tumor
mbchjiam-1,tumor
mbckhbkb-1,tumor
mbclkppg-1,tumor
mbcmhdcb-1,normal
mbcndbbm-1,tumor
mbdbannl-1,normal
mbdhnglj-1,normal
mbdicpjd-1,normal
mbdkldad-1,tumor
mbdljcgj-1,normal
mbdljdaa-1,normal
mbdmkjgj-1,normal
mbdomfnd-1,normal
mbdpllnp-1,normal
mbeehndg-1,normal
mbeflfep-1,normal
mbejfpga-1,tumor
mbelpjoj-1,normal
mbepmjkc-1,tumor
mbfajhoh-1,normal
mbffpgna-1,normal
mbfphopl-1,normal
mbgbkhah-1,normal
mbggjifn-1,normal
mbgijnej-1,normal
mbhcckli-1,normal
mbhcckma-1,normal
mbhggkgp-1,normal
mbhhfemi-1,normal
mbhkjgcd-1,normal
mbhockho-1,tumor
mbhogipl-1,tumor
mbhopcgf-1,tumor
mbhpiceg-1,tumor
mbiacada-1,tumor
mbiacalo-1,tumor
mbickjlp-1,tumor
mbidemda-1,tumor
mbiediai-1,normal
mbifbphi-1,tumor
mbiohble-1,tumor
mbipinfa-1,tumor
mbjalafn-1,tumor
mbjapalc-1,normal
mbjbghjj-1,tumor
mbjfdbkd-1,normal
mbjffgac-1,tumor
mbjhioac-1,tumor
mbjlnlob-1,normal
mbkfkilo-1,tumor
mbkgfnjh-1,normal
mbknnjpc-1,tumor
mbkonebk-1,tumor
mblgdkcj-1,tumor
mblgefdn-1,tumor
mblleojn-1,normal
mbllfoff-1,normal
mblogbhc-1,normal
mbmhkdef-1,normal
mbmijghe-1,normal
mbmngbdj-1,normal
mbndpdok-1,tumor
mbneieio-1,normal
mbofipjn-1,tumor
mbojgmln-1,normal
mbojhbbd-1,tumor
mbpfjgbg-1,normal
mbpjfkpk-1,normal
mbpjpdoc-1,normal
mcaacekg-1,normal
mcaannog-1,normal
mcafjdjc-1,tumor
mcajfigb-1,normal
mcanidfp-1,normal
mcaolbcc-1,normal
mcapojjj-1,normal
mcbbmcen-1,normal
mcbcogfc-1,normal
mcbipbai-1,normal
mcbjhilo-1,tumor
mcbofell-1,tumor
mccadbce-1,tumor
mccaioaj-1,normal
mccajmof-1,normal
mccallhi-1,normal
mcccnhmm-1,normal
mcceopea-1,normal
mccfnnap-1,normal
mcchemli-1,normal
mcchkkka-1,normal
mcckanmo-1,normal
mcckcldb-1,normal
mcdacooh-1,normal
mcddfhei-1,normal
mcdfndfn-1,normal
mcdjikep-1,normal
mcdnhbba-1,normal
mcdnjcpj-1,tumor
mcebdnfm-1,normal
mcefjbkd-1,normal
mcegggfn-1,normal
mcehhbmc-1,normal
mceklmdj-1,tumor
mcemhdbh-1,tumor
mcenkeco-1,tumor
mcfbdajo-1,tumor
mcfbiioe-1,tumor
mcfbnfad-1,tumor
mcfeeakk-1,normal
mcfembhg-1,normal
mcfjoleb-1,normal
mcgadeae-1,normal
mcgbaacp-1,normal
mcgbdado-1,tumor
mcgdnhjo-1,normal
mcgifncg-1,tumor
mcgjffen-1,tumor
mcgkhbdj-1,tumor
mcglclgp-1,normal
mcgnlmfh-1,tumor
mcgoppok-1,tumor
mchbejhp-1,tumor
mchbkajd-1,tumor
mchccfei-1,normal
mchfahde-1,tumor
mchloiek-1,tumor
mchmenpd-1,tumor
mchmmbhp-1,tumor
mchnplbd-1,tumor
mchongaa-1,tumor
mchpgmin-1,normal
mciaakcb-1,tumor
mcidmakf-1,normal
mciijnmp-1,tumor
mcijmfnn-1,tumor
mcikejde-1,tumor
mcjaanpp-1,tumor
mcjkaocl-1,tumor
mckcchca-1,tumor
mcklhden-1,tumor
mclgnnjp-1,tumor
mcljldkg-1,normal
mcmbdchk-1,tumor
mcmbiock-1,tumor
mcmgfffh-1,tumor
mcmhgcjd-1,normal
mcmiolgl-1,normal
mcmjpchd-1,normal
mcmmnkhf-1,normal
mcndofpa-1,tumor
mcnianmd-1,normal
mcoojoji-1,normal
mcpjagbo-1,normal
mcpnijjf-1,normal
mcppojdp-1,normal
mdaehemb-1,normal
mdaelehl-1,tumor
mdaeljah-1,tumor
mdagidaa-1,tumor
mdalpapj-1,tumor
mdanfmce-1,tumor
mdbdldan-1,tumor
mdbedlfh-1,tumor
mdbgfnkj-1,tumor
mdbiddfm-1,tumor
mdbkkppf-1,tumor
mdblidge-1,tumor
mdcclieb-1,tumor
mdcdeaek-1,tumor
mdcfllla-1,tumor
mdchgakf-1,tumor
mdcmafbe-1,tumor
mdcolfdh-1,tumor
mddcbemn-1,tumor
mddekilb-1,tumor
mddfafgm-1,tumor
mddhhjhc-1,tumor
mdebcoha-1,tumor
mdededeg-1,tumor
mdeegmpd-1,tumor
mdefjhcb-1,tumor
mdfjmeji-1,tumor
mdflfmdj-1,tumor
mdfnkodh-1,tumor
mdfplaff-1,tumor
mdfppecb-1,normal
mdgabokm-1,normal
mdhaooie-1,normal
mdhdekfn-1,tumor
mdhfkbdl-1,normal
mdhlejed-1,tumor
mdhlgloi-1,tumor
mdhmigef-1,normal
mdhnpakh-1,normal
mdhpaaok-1,normal
mdigbamc-1,normal
mdigkogg-1,tumor
mdimelll-1,tumor
mdipadjg-1,tumor
mdjdoeon-1,tumor
mdjfejjo-1,tumor
mdjfjnnh-1,tumor
mdjikjpm-1,tumor
mdjjgejh-1,tumor
mdjjjdfc-1,tumor
mdjkaebg-1,tumor
mdjkdhon-1,tumor
mdjoillh-1,tumor
mdkacdgd-1,tumor
mdkcmkbo-1,normal
mdkdolee-1,tumor
mdlaenfk-1,tumor
mdlbepoj-1,tumor
mdlceehp-1,tumor
mdlhbhoh-1,tumor
mdlkdkjn-1,tumor
mdllfoln-1,tumor
mdlopbng-1,tumor
mdmebekj-1,tumor
mdmglkij-1,tumor
mdmkcbnb-1,tumor
mdmkfckp-1,normal
mdmnclhm-1,normal
mdnniicf-1,normal
mdnoblga-1,normal
mdnodmco-1,normal
mdocieea-1,normal
mdoiacaj-1,normal
mdolleda-1,normal
mdoodfda-1,normal
mdphebbj-1,normal
mdphocff-1,normal
mdpibiem-1,normal
mdpnajoh-1,normal
meammbla-1,normal
meampcjn-1,normal
meaoppni-1,normal
mebpocho-1,normal
mechnape-1,normal
mecjpfal-1,normal
medjddal-1,normal
meeckpjn-1,normal
meeddcok-1,normal
meeegpjj-1,normal
meefolhj-1,normal
meelacag-1,normal
meelhlgc-1,normal
meelppjk-1,normal
meenjlfm-1,normal
mefnfcng-1,normal
mefocjok-1,normal
mefpgofd-1,normal
megcbdnh-1,normal
megeifhl-1,normal
megfdmhn-1,normal
meghfeed-1,normal
megpliga-1,normal
meignano-1,normal
mekgdjaf-1,normal
mekgobgo-1,normal
mekhdpii-1,normal
mekljolm-1,normal
melbkonk-1,normal
memebcee-1,normal
memeepkk-1,normal
memoebdo-1,normal
memofnlp-1,normal
menbelhn-1,normal
mendbldm-1,normal
meoedeic-1,normal
meoglcdh-1,normal
meoinchf-1,normal
meonjghc-1,normal
mepbdojf-1,normal
mepikpkn-1,normal
mfajnhgl-1,normal
mfakjohp-1,normal
mfbfaebh-1,normal
mfbfccoa-1,normal
mfbmaein-1,normal
mfboaakp-1,normal
mfcppiaa-1,normal
mfebbfmb-1,normal
mfebnlgg-1,normal
mfenifgk-1,normal
mffembgj-1,normal
mffonnnk-1,normal
mfgijmdb-1,normal
mfgkilee-1,normal
mfglndhl-1,normal
mfhkioan-1,normal
mfhnppbn-1,normal
mfhokmpj-1,normal
mfialgme-1,normal
mficneag-1,normal
mfieicdn-1,normal
mfkbpaon-1,normal
mfkggeje-1,normal
mflcodoh-1,normal
mflmgkek-1,normal
mfnhnfgj-1,normal
mfnpcbmd-1,normal
mfofpdoe-1,normal
mfokaobo-1,normal
mfolkdim-1,normal
mfpcnmdh-1,normal
mfpdmkgg-1,normal
mfpgbdjb-1,normal
mgaakjdc-1,normal
mgafjpgn-1,normal
mgahpoim-1,normal
mgailbdn-1,normal
mgajmoji-1,normal
mgamocna-1,normal
mgbcdmld-1,normal
mgbfkegf-1,normal
mgbfpcmd-1,normal
mgbknlfp-1,normal
mgboephd-1,normal
mgcaknin-1,normal
mgcfhfbb-1,normal
mgcmmkgb-1,normal
mgcpnnoi-1,normal
mgdcjbbk-1,normal
mgdcjimc-1,normal
mgdiefka-1,normal
mgdpeggl-1,normal
mgecgjdp-1,normal
mgecglel-1,normal
mgehkmlk-1,normal
mgekiaak-1,normal
mgekpoij-1,normal
mgelgejj-1,normal
mgepceof-1,tumor
mgepnpcc-1,tumor
mgfadljg-1,tumor
mgfakoah-1,tumor
mgfckkil-1,tumor
mgfnhcgp-1,normal
mggbjopi-1,normal
mggjelbo-1,normal
mghdfbkh-1,normal
mgheijhb-1,normal
mgicegka-1,normal
mgidbofn-1,normal
mgihjefo-1,normal
mgijkfjm-1,normal
mgijpinb-1,normal
mgimjnmf-1,normal
mgjamcmb-1,normal
mgjflkca-1,normal
mgjmbido-1,normal
mgjpomnk-1,normal
mgkbngpe-1,normal
mgklejcd-1,normal
mglaimoi-1,normal
mglcakel-1,normal
mgldmccp-1,normal
mglgffie-1,normal
mgmdankb-1,normal
mgmgdfbg-1,normal
mgmgdmmo-1,normal
mgmkebce-1,normal
mgmlknfc-1,normal
mgndlage-1,normal
mgnkchgp-1,normal
mgnolmcd-1,normal
mgoeijgc-1,normal
mgofkmgf-1,normal
mgojophk-1,normal
mgolgjhb-1,normal
mgooaffa-1,normal
mgpajeaf-1,normal
mgpcmbog-1,normal
mgpfplaf-1,normal
mgpjkffh-1,normal
mhadjgan-1,normal
mhaecbeb-1,normal
mhaflfmk-1,normal
mhaibkml-1,normal
mhajhmmh-1,normal
