,gene_names
4795,ADGRF1
4796,TNFRSF21
4797,CD2AP
4798,ADGRF4
4799,PTCHD4
4800,MMUT
4801,CENPQ
4802,C6orf141
4803,PKHD1
4804,IL17A
4805,IL17F
4806,MCM3
4807,PAQR8
4808,EFHC1
4809,TRAM2
4810,TMEM14A
4811,GSTA1
4812,GSTA4
4813,FBXO9
4814,ELOVL5
4815,GCLC
4816,LRRC1
4817,TINAG
4818,FAM83B
4819,HMGCLL1
4820,BMP5
4821,COL21A1
4822,DST
4823,KIAA1586
4824,ZNF451
4825,BAG2
4826,RAB23
4827,PRIM2
4828,KHDRBS2
4829,PHF3
4830,EYS
4831,ADGRB3
4832,LMBRD1
4833,COL19A1
4834,COL9A1
4835,FAM135A
4836,SDHAF4
4837,SMAP1
4838,OGFRL1
4839,KCNQ5
4840,DDX43
4841,CGAS
4842,MTO1
4843,SLC17A5
4844,CD109
4845,COL12A1
4846,COX7A2
4847,TMEM30A
4848,FILIP1
4849,SENP6
4850,MYO6
4851,IRAK1BP1
4852,PHIP
4853,HMGN3
4854,LCA5
4855,SH3BGRL2
4856,TTK
4857,BCKDHB
4858,TENT5A
4859,IBTK
4860,TPBG
4861,UBE3D
4862,DOP1A
4863,PGM3
4864,RWDD2A
4865,ME1
4866,CYB5R4
4867,MRAP2
4868,CEP162
4869,TBX18
4870,NT5E
4871,SNX14
4872,SYNCRIP
4873,ZNF292
4874,SMIM8
4875,C6orf163
4876,SLC35A1
4877,RARS2
4878,ORC3
4879,AKIRIN2
4880,CNR1
4881,RNGTT
4882,PNRC1
4883,PM20D2
4884,GABRR2
4885,UBE2J1
4886,RRAGD
4887,ANKRD6
4888,LYRM2
4889,MDN1
4890,CASP8AP2
4891,BACH2
4892,MAP3K7
4893,EPHA7
4894,MANEA
4895,UFL1
4896,FHL5
4897,GPR63
4898,NDUFAF4
4899,KLHL32
4900,MMS22L
4901,FBXL4
4902,FAXC
4903,COQ3
4904,PNISR
4905,USP45
4906,CCNC
4907,ASCC3
4908,GRIK2
4909,HACE1
4910,BVES
4911,PREP
4912,PRDM1
4913,ATG5
4914,CRYBG1
4915,RTN4IP1
4916,QRSL1
4917,CD24
4918,MTRES1
4919,BEND3
4920,PDSS2
4921,SOBP
4922,SCML4
4923,SEC63
4924,OSTM1
4925,SNX3
4926,AFG1L
4927,FOXO3
4928,ARMC2
4929,SESN1
4930,CD164
4931,PPIL6
4932,SMPD2
4933,MICAL1
4934,ZBTB24
4935,AK9
4936,FIG4
4937,WASF1
4938,CDC40
4939,DDO
4940,CDK19
4941,AMD1
4942,GTF3C6
4943,RPF2
4944,SLC16A10
4945,MFSD4B
4946,REV3L
4947,TRAF3IP2
4948,FYN
4949,CCN6
4950,TUBE1
4951,FAM229B
4952,LAMA4
4953,MARCKS
4954,HDAC2
4955,FRK
4956,NT5DC1
4957,COL10A1
4958,TSPYL4
4959,DSE
4960,TSPYL1
4961,CALHM6
4962,CALHM5
4963,RWDD1
4964,ZUP1
4965,KPNA5
4966,FAM162B
4967,DCBLD1
4968,GOPC
4969,NUS1
4970,SLC35F1
4971,CEP85L
4972,PLN
4973,MCM9
4974,ASF1A
4975,FAM184A
4976,MAN1A1
4977,TBC1D32
4978,GJA1
4979,HSF2
4980,SERINC1
4981,PKIB
4982,SMPDL3A
4983,RNF217
4984,TPD52L1
4985,HDDC2
4986,HEY2
4987,NCOA7
4988,HINT3
4989,TRMT11
4990,CENPW
4991,RSPO3
4992,RNF146
4993,ECHDC1
4994,KIAA0408
4995,SOGA3
4996,THEMIS
4997,PTPRK
4998,LAMA2
4999,ARHGAP18
5000,L3MBTL3
5001,SAMD3
5002,TMEM200A
5003,EPB41L2
5004,AKAP7
5005,MED23
5006,ENPP3
5007,ENPP1
5008,CCN2
5009,MOXD1
5010,STX7
5011,VNN1
5012,VNN2
5013,SLC18B1
5014,TCF21
5015,TBPL1
5016,SLC2A12
5017,SGK1
5018,ALDH8A1
5019,HBS1L
5020,MYB
5021,AHI1
5022,PDE7B
5023,MTFR2
5024,MAP7
5025,MAP3K5
5026,PEX7
5027,SLC35D3
5028,IL20RA
5029,IL22RA2
5030,IFNGR1
5031,TNFAIP3
5032,PERP
5033,ARFGEF3
5034,HEBP2
5035,NHSL1
5036,CCDC28A
5037,REPS1
5038,ABRACL
5039,HECA
5040,TXLNB
5041,CITED2
5042,VTA1
5043,ADGRG6
5044,HIVEP2
5045,AIG1
5046,ADAT2
5047,PEX3
5048,FUCA2
5049,PHACTR2
5050,LTV1
5051,PLAGL1
5052,SF3B5
5053,STX11
5054,UTRN
5055,EPM2A
5056,FBXO30
5057,SHPRH
5058,RAB32
5059,STXBP5
5060,SAMD5
5061,SASH1
5062,UST
5063,TAB2
5064,SUMO4
5065,ZC3H12D
5066,PPIL4
5067,GINM1
5068,KATNA1
5069,LATS1
5070,NUP43
5071,PCMT1
5072,LRP11
5073,RAET1L
5074,ULBP3
5075,PPP1R14C
5076,IYD
5077,PLEKHG1
5078,MTHFD1L
5079,AKAP12
5080,ZBTB2
5081,RMND1
5082,ARMT1
5083,CCDC170
5084,ESR1
5085,SYNE1
5086,MYCT1
5087,VIP
5088,FBXO5
5089,MTRF1L
5090,RGS17
5091,IPCEF1
5092,CNKSR3
5093,SCAF8
5094,TIAM2
5095,TFB1M
5096,ARID1B
5097,TMEM242
5098,ZDHHC14
5099,SNX9
5100,SYNJ2
5101,SERAC1
5102,GTF2H5
5103,TULP4
5104,TMEM181
5105,DYNLT1
5106,SYTL3
5107,EZR
5108,RSPH3
5109,TAGAP
5110,FNDC1
5111,ACAT2
5112,TCP1
5113,IGF2R
5114,SLC22A1
5115,SLC22A3
5116,MAP3K4
5117,AGPAT4
5118,PRKN
5119,PACRG
5120,QKI
5121,PDE10A
5122,SFT2D1
5123,MPC1
5124,RNASET2
5125,CCR6
5126,GPR31
5127,UNC93A
5128,AFDN
5129,KIF25
5130,FRMD1
5131,DACT2
5132,SMOC2
5133,THBS2
5134,WDR27
5135,C6orf120
5136,PHF10
5137,ERMARD
5138,DLL1
5139,FAM120B
5140,PSMB1
5141,TBP
5142,FAM20C
5143,PDGFA
5144,PRKAR1B
5145,DNAAF5
5146,SUN1
5147,ADAP1
5148,COX19
5149,CYP2W1
5150,C7orf50
5151,GPR146
5152,GPER1
5153,ZFAND2A
5154,MICALL2
5155,INTS1
5156,MAFK
5157,TMEM184A
5158,PSMG3
5159,ELFN1
5160,MAD1L1
5161,MRM2
5162,NUDT1
5163,SNX8
5164,EIF3B
5165,CHST12
5166,LFNG
5167,BRAT1
5168,IQCE
5169,TTYH3
5170,GNA12
5171,CARD11
5172,SDK1
5173,FOXK1
5174,AP5Z1
5175,RADIL
5176,RBAK
5177,WIPI2
5178,SLC29A4
5179,TNRC18
5180,FBXL18
5181,ACTB
5182,FSCN1
5183,RNF216
5184,CCZ1
5185,PMS2
5186,AIMP2
5187,EIF2AK1
5188,USP42
5189,CYTH3
5190,RAC1
5191,DAGLB
5192,KDELR2
5193,ZDHHC4
5194,ZNF853
5195,ZNF316
5196,ZNF12
5197,C1GALT1
5198,COL28A1
5199,MIOS
5200,RPA3
5201,UMAD1
5202,GLCCI1
5203,ICA1
5204,NDUFA4
5205,PHF14
5206,THSD7A
5207,TMEM106B
5208,VWDE
5209,SCIN
5210,ARL4A
5211,ETV1
5212,DGKB
5213,AGMO
5214,MEOX2
5215,CRPPA
5216,SOSTDC1
5217,ANKMY2
5218,BZW2
5219,TSPAN13
5220,AGR2
5221,AGR3
5222,AHR
5223,SNX13
5224,HDAC9
5225,TWIST1
5226,MACC1
5227,ITGB8
5228,ABCB5
5229,SP4
5230,CDCA7L
5231,RAPGEF5
5232,IL6
5233,TOMM7
5234,KLHL7
5235,NUP42
5236,GPNMB
5237,MALSU1
5238,IGF2BP3
5239,TRA2A
5240,CCDC126
5241,FAM221A
5242,STK31
5243,NPY
5244,GSDME
5245,OSBPL3
5246,CYCS
5247,C7orf31
5248,NFE2L3
5249,HNRNPA2B1
5250,CBX3
5251,SNX10
5252,SKAP2
5253,HOXA1
5254,HOXA2
5255,HOXA3
5256,HOXA4
5257,HOXA5
5258,HOXA6
5259,HOXA7
5260,HOXA9
5261,HOXA10
5262,HOXA11
5263,HOXA13
5264,EVX1
5265,HIBADH
5266,TAX1BP1
5267,JAZF1
5268,CREB5
5269,TRIL
5270,CPVL
5271,PRR15
5272,SCRN1
5273,FKBP14
5274,PLEKHA8
5275,MTURN
5276,ZNRF2
5277,NOD1
5278,GGCT
5279,GARS1
5280,INMT
5281,MINDY4
5282,AQP1
5283,ADCYAP1R1
5284,ITPRID1
5285,PDE1C
5286,LSM5
5287,AVL9
5288,KBTBD2
5289,FKBP9
5290,NT5C3A
5291,RP9
5292,BBS9
5293,BMPER
5294,NPSR1
5295,DPY19L1
5296,HERPUD2
5297,SEPTIN7
5298,EEPD1
5299,ANLN
5300,AOAH
5301,ELMO1
5302,GPR141
5303,SFRP4
5304,EPDR1
5305,STARD3NL
5306,TRGC2
5307,TRGC1
5308,AMPH
5309,VPS41
5310,POU6F2
5311,YAE1
5312,RALA
5313,CDK13
5314,MPLKIP
5315,SUGCT
5316,INHBA
5317,GLI3
5318,C7orf25
5319,PSMA2
5320,HECW1
5321,STK17A
5322,COA1
5323,BLVRA
5324,URGCP
5325,UBE2D4
5326,DBNL
5327,PGAM2
5328,POLM
5329,AEBP1
5330,POLD2
5331,YKT6
5332,NUDCD3
5333,NPC1L1
5334,DDX56
5335,TMED4
5336,OGDH
5337,ZMIZ2
5338,PPIA
5339,PURB
5340,MYO1G
5341,CCM2
5342,NACAD
5343,TBRG4
5344,RAMP3
5345,ADCY1
5346,IGFBP1
5347,IGFBP3
5348,TNS3
5349,PKD1L1
5350,HUS1
5351,UPP1
5352,ABCA13
5353,VWC2
5354,IKZF1
5355,FIGNL1
5356,DDC
5357,GRB10
5358,COBL
5359,VSTM2A
5360,SEC61G
5361,EGFR
5362,LANCL2
5363,VOPP1
5364,ZNF713
5365,NIPSNAP2
5366,PSPH
5367,CCT6A
5368,SUMF2
5369,PHKG1
5370,CHCHD2
5371,ZNF736
5372,ZNF680
5373,ZNF107
5374,ZNF138
5375,ZNF117
5376,ZNF92
5377,VKORC1L1
5378,GUSB
5379,ASL
5380,CRCP
5381,TPST1
5382,KCTD7
5383,RABGEF1
5384,TMEM248
5385,SBDS
5386,TYW1
5387,AUTS2
5388,GALNT17
5389,TYW1B
5390,POM121
5391,NSUN5
5392,TRIM50
5393,FZD9
5394,BAZ1B
5395,BCL7B
5396,TBL2
5397,MLXIPL
5398,VPS37D
5399,DNAJC30
5400,BUD23
5401,STX1A
5402,ABHD11
5403,CLDN3
5404,CLDN4
5405,METTL27
5406,ELN
5407,LIMK1
5408,EIF4H
5409,LAT2
5410,RFC2
5411,CLIP2
5412,GTF2IRD1
5413,GTF2I
5414,CASTOR2
5415,RCC1L
5416,POM121C
5417,HIP1
5418,CCL26
5419,CCL24
5420,RHBDD2
5421,POR
5422,TMEM120A
5423,STYXL1
5424,MDH2
5425,HSPB1
5426,YWHAG
5427,ZP3
5428,DTX2
5429,UPK3B
5430,CCDC146
5431,FGL2
5432,GSAP
5433,PTPN12
5434,RSBN1L
5435,TMEM60
5436,PHTF2
5437,GNAI1
5438,CD36
5439,GNAT3
5440,SEMA3C
5441,HGF
5442,CACNA2D1
5443,PCLO
5444,SEMA3E
5445,SEMA3A
5446,SEMA3D
5447,DMTF1
5448,TMEM243
5449,CROT
5450,ABCB4
5451,ABCB1
5452,RUNDC3B
5453,SLC25A40
5454,DBF4
5455,ADAM22
5456,SRI
5457,STEAP4
5458,STEAP1
5459,STEAP2
5460,CFAP69
5461,GTPBP10
5462,CLDN12
5463,CDK14
5464,FZD1
5465,MTERF1
5466,AKAP9
5467,CYP51A1
5468,KRIT1
5469,ANKIB1
5470,GATAD1
5471,PEX1
5472,RBM48
5473,FAM133B
5474,CDK6
5475,SAMD9
5476,SAMD9L
5477,HEPACAM2
5478,VPS50
5479,TFPI2
5480,GNG11
5481,BET1
5482,COL1A2
5483,CASD1
5484,SGCE
5485,PEG10
5486,PPP1R9A
5487,PON1
5488,PON3
5489,PON2
5490,PDK4
5491,DYNC1I1
5492,SLC25A13
5493,SEM1
5494,DLX5
5495,SDHAF3
5496,TAC1
5497,LMTK2
5498,TECPR1
5499,BRI3
5500,BAIAP2L1
5501,NPTX2
5502,TMEM130
5503,TRRAP
5504,SMURF1
5505,KPNA7
5506,ARPC1A
5507,ARPC1B
5508,BUD31
5509,PTCD1
5510,CPSF4
5511,ATP5MF
5512,ZNF789
5513,ZNF394
5514,ZKSCAN5
5515,FAM200A
5516,ZNF655
5517,TMEM225B
5518,ZSCAN25
5519,CYP3A5
5520,TRIM4
5521,GJC3
5522,AZGP1
5523,ZKSCAN1
5524,ZSCAN21
5525,ZNF3
5526,COPS6
5527,MCM7
5528,AP4M1
5529,TAF6
5530,CNPY4
5531,LAMTOR4
5532,GAL3ST4
5533,GPC2
5534,STAG3
5535,PILRB
5536,PILRA
5537,ZCWPW1
5538,MEPCE
5539,PPP1R35
5540,TSC22D4
5541,NYAP1
5542,AGFG2
5543,SAP25
5544,LRCH4
5545,PCOLCE
5546,MOSPD3
5547,TFR2
5548,GNB2
5549,GIGYF1
5550,POP7
5551,EPHB4
5552,SLC12A9
5553,TRIP6
5554,SRRT
5555,UFSP1
5556,ACHE
5557,MUC3A
5558,MUC12
5559,MUC17
5560,TRIM56
5561,SERPINE1
5562,AP1S1
5563,VGF
5564,MOGAT3
5565,PLOD3
5566,ZNHIT1
5567,CLDN15
5568,FIS1
5569,IFT22
5570,CUX1
5571,SH2B2
5572,ORAI2
5573,ALKBH4
5574,LRWD1
5575,RASA4B
5576,FAM185A
5577,FBXL13
5578,LRRC17
5579,ARMC10
5580,NAPEPLD
5581,PMPCB
5582,DNAJC2
5583,PSMC2
5584,RELN
5585,ORC5
5586,KMT2E
5587,SRPK2
5588,PUS7
5589,RINT1
5590,ATXN7L1
5591,CDHR3
5592,SYPL1
5593,NAMPT
5594,CCDC71L
5595,PIK3CG
5596,PRKAR2B
5597,HBP1
5598,COG5
5599,DUS4L
5600,BCAP29
5601,SLC26A4
5602,CBLL1
5603,SLC26A3
5604,DLD
5605,LAMB1
5606,NRCAM
5607,PNPLA8
5608,THAP5
5609,DNAJB9
5610,IMMP2L
5611,LRRN3
5612,DOCK4
5613,ZNF277
5614,IFRD1
5615,LSMEM1
5616,TMEM168
5617,BMT2
5618,SMIM30
5619,FOXP2
5620,MDFIC
5621,TFEC
5622,TES
5623,CAV2
5624,CAV1
5625,MET
5626,CAPZA2
5627,ST7
5628,WNT2
5629,CFTR
5630,CTTNBP2
5631,LSM8
5632,KCND2
5633,TSPAN12
5634,ING3
5635,CPED1
5636,FAM3C
5637,PTPRZ1
5638,AASS
5639,FEZF1
5640,CADPS2
5641,NDUFA5
5642,WASL
5643,GPR37
5644,POT1
5645,GRM8
5646,ZNF800
5647,GCC1
5648,ARF5
5649,SND1
5650,RBM28
5651,HILPDA
5652,CALU
5653,CCDC136
5654,FLNC
5655,KCP
5656,ATP6V1F
5657,ATP6V1FNB
5658,IRF5
5659,TNPO3
5660,TSPAN33
5661,SMO
5662,AHCYL2
5663,STRIP2
5664,SMKR1
5665,NRF1
5666,UBE2H
5667,ZC3HC1
5668,KLHDC10
5669,TMEM209
5670,CEP41
5671,MEST
5672,COPG2
5673,MKLN1
5674,PODXL
5675,PLXNA4
5676,CHCHD3
5677,EXOC4
5678,LRGUK
5679,SLC35B4
5680,AKR1B1
5681,AKR1B10
5682,BPGM
5683,CALD1
5684,CYREN
5685,TMEM140
5686,WDR91
5687,CNOT4
5688,NUP205
5689,STMP1
5690,FAM180A
5691,MTPN
5692,CHRM2
5693,PTN
5694,DGKI
5695,CREB3L2
5696,TRIM24
5697,KIAA1549
5698,ZC3HAV1L
5699,ZC3HAV1
5700,TTC26
5701,UBN2
5702,FMC1
5703,LUC7L2
5704,KLRG2
5705,HIPK2
5706,TBXAS1
5707,PARP12
5708,KDM7A
5709,SLC37A3
5710,RAB19
5711,DENND2A
5712,ADCK2
5713,NDUFB2
5714,BRAF
5715,TMEM178B
5716,AGK
5717,DENND11
5718,SSBP1
5719,TAS2R4
5720,MGAM
5721,CLEC5A
5722,TAS2R38
5723,MGAM2
5724,PRSS1
5725,TRBC1
5726,TRBC2
5727,EPHB6
5728,GSTK1
5729,CASP2
5730,FAM131B
5731,ZYX
5732,EPHA1
5733,TCAF1
5734,ARHGEF35
5735,ARHGEF5
5736,TPK1
5737,CNTNAP2
5738,CUL1
5739,EZH2
5740,PDIA4
5741,ZNF786
5742,ZNF425
5743,ZNF398
5744,ZNF282
5745,ZNF212
5746,ZNF783
5747,ZNF777
5748,KRBA1
5749,ZNF467
5750,ZNF862
5751,ATP6V0E2
5752,LRRC61
5753,RARRES2
5754,REPIN1
5755,ZNF775
5756,GIMAP8
5757,GIMAP7
5758,GIMAP4
5759,GIMAP6
5760,GIMAP2
5761,GIMAP1
5762,GIMAP5
5763,TMEM176B
5764,TMEM176A
5765,AOC1
5766,KCNH2
5767,NOS3
5768,ATG9B
5769,ABCB8
5770,ASIC3
5771,CDK5
5772,SLC4A2
5773,FASTK
5774,TMUB1
5775,AGAP3
5776,ABCF2
5777,CHPF2
5778,SMARCD3
5779,NUB1
5780,WDR86
5781,RHEB
5782,PRKAG2
5783,GALNT11
5784,KMT2C
5785,XRCC2
5786,ACTR3B
5787,DPP6
5788,PAXIP1
5789,INSIG1
5790,RBM33
5791,SHH
5792,RNF32
5793,LMBR1
5794,NOM1
5795,MNX1
5796,UBE3C
5797,DNAJB6
5798,PTPRN2
5799,NCAPG2
5800,ESYT2
5801,VIPR2
5802,ZNF596
5803,FBXO25
5804,TDRP
5805,ERICH1
5806,CLN8
5807,ARHGEF10
5808,KBTBD11
5809,MYOM2
5810,MCPH1
5811,AGPAT5
5812,DEFB1
5813,DEFA6
5814,DEFA5
5815,PRAG1
5816,CLDN23
5817,MFHAS1
5818,ERI1
5819,PPP1R3B
5820,TNKS
5821,MSRA
5822,PRSS51
5823,SOX7
5824,PINX1
5825,XKR6
5826,MTMR9
5827,FAM167A
5828,BLK
5829,GATA4
5830,NEIL2
5831,FDFT1
5832,CTSB
5833,LONRF1
5834,TRMT9B
5835,DLC1
5836,TUSC3
5837,MSR1
5838,FGF20
5839,MICU3
5840,ZDHHC2
5841,CNOT7
5842,VPS37A
5843,SLC7A2
5844,PDGFRL
5845,MTUS1
5846,PCM1
5847,ASAH1
5848,NAT1
5849,NAT2
5850,PSD3
5851,SH2D4A
5852,CSGALNACT1
5853,INTS10
5854,LPL
5855,SLC18A1
5856,ATP6V1B2
5857,LZTS1
5858,GFRA2
5859,DOK2
5860,XPO7
5861,NPM2
5862,DMTN
5863,NUDT18
5864,HR
5865,REEP4
5866,BMP1
5867,PHYHIP
5868,POLR3D
5869,SLC39A14
5870,PPP3CC
5871,SORBS3
5872,PDLIM2
5873,C8orf58
5874,CCAR2
5875,BIN3
5876,EGR3
5877,RHOBTB2
5878,TNFRSF10B
5879,TNFRSF10C
5880,TNFRSF10D
5881,TNFRSF10A
5882,CHMP7
5883,R3HCC1
5884,LOXL2
5885,ENTPD4
5886,SLC25A37
5887,NKX3-1
5888,STC1
5889,ADAM28
5890,ADAMDEC1
5891,NEFL
5892,DOCK5
5893,GNRH1
5894,KCTD9
5895,CDCA2
5896,EBF2
5897,PPP2R2A
5898,BNIP3L
5899,PNMA2
5900,DPYSL2
5901,ADRA1A
5902,STMN4
5903,TRIM35
5904,PTK2B
5905,EPHX2
5906,CLU
5907,SCARA3
5908,ESCO2
5909,PBK
5910,SCARA5
5911,NUGGC
5912,ELP3
5913,PNOC
5914,FBXO16
5915,FZD3
5916,EXTL3
5917,INTS9
5918,HMBOX1
5919,KIF13B
5920,DUSP4
5921,SARAF
5922,LEPROTL1
5923,DCTN6
5924,RBPMS
5925,GTF2E2
5926,GSR
5927,UBXN8
5928,PPP2CB
5929,WRN
5930,NRG1
5931,FUT10
5932,TTI2
5933,MAK16
5934,RNF122
5935,DUSP26
5936,UNC5D
5937,ZNF703
5938,ERLIN2
5939,PLPBP
5940,ADGRA2
5941,BRF2
5942,RAB11FIP1
5943,EIF4EBP1
5944,ASH2L
5945,LSM1
5946,BAG4
5947,DDHD2
5948,PLPP5
5949,NSD3
5950,LETM2
5951,FGFR1
5952,TACC1
5953,PLEKHA2
5954,HTRA4
5955,TM2D2
5956,ADAM9
5957,ADAM32
5958,IDO1
5959,IDO2
5960,TCIM
5961,SFRP1
5962,GOLGA7
5963,GINS4
5964,GPAT4
5965,ANK1
5966,KAT6A
5967,AP3M2
5968,PLAT
5969,IKBKB
5970,POLB
5971,DKK4
5972,VDAC3
5973,SLC20A2
5974,SMIM19
5975,THAP1
5976,RNF170
5977,HOOK3
5978,FNTA
5979,HGSNAT
5980,SPIDR
5981,CEBPD
5982,PRKDC
5983,MCM4
5984,UBE2V2
5985,SNAI2
5986,PCMTD1
5987,ST18
5988,ALKAL1
5989,RB1CC1
5990,ATP6V1H
5991,SOX17
5992,XKR4
5993,TMEM68
5994,TGS1
5995,LYN
5996,PLAG1
5997,CHCHD7
5998,SDR16C5
5999,PENK
6000,FAM110B
6001,UBXN2B
6002,SDCBP
6003,NSMAF
6004,TOX
6005,CA8
6006,RAB2A
6007,CHD7
6008,ASPH
6009,NKAIN3
6010,GGH
6011,TTPA
6012,YTHDF3
6013,BHLHE22
6014,CYP7B1
6015,ARMC1
6016,MTFR1
6017,PDE7A
6018,RRS1
6019,ADHFE1
6020,MYBL1
6021,VCPIP1
6022,SGK3
6023,MCMDC2
6024,COPS5
6025,CSPP1
6026,ARFGEF1
6027,CPA6
6028,PREX2
6029,SULF1
6030,SLCO5A1
6031,NCOA2
6032,TRAM1
6033,LACTB2
6034,XKR9
6035,EYA1
6036,MSC
6037,TRPA1
6038,TERF1
6039,SBSPON
6040,RDH10
6041,STAU2
6042,UBE2W
6043,ELOC
6044,TMEM70
6045,LY96
6046,JPH1
6047,GDAP1
6048,PI15
6049,CRISPLD1
6050,HNF4G
6051,ZFHX4
6052,PEX2
6053,PKIA
6054,ZC2HC1A
6055,IL7
6056,STMN2
6057,HEY1
6058,TPD52
6059,ZBTB10
6060,ZNF704
6061,PAG1
6062,FABP5
6063,FABP4
6064,IMPA1
6065,SLC10A5
6066,ZFAND1
6067,CHMP4C
6068,SNX16
6069,LRRCC1
6070,E2F5
6071,RBIS
6072,CA13
6073,CA1
6074,CA3
6075,CA2
6076,ATP6V0D2
6077,WWP1
6078,RMDN1
6079,CPNE3
6080,MMP16
6081,RIPK2
6082,OSGIN2
6083,NBN
6084,DECR1
6085,TMEM64
6086,PIP4P2
6087,OTUD6B
6088,LRRC69
6089,SLC26A7
6090,RUNX1T1
6091,TRIQK
6092,RBM12B
6093,TMEM67
6094,PDP1
6095,CDH17
6096,GEM
6097,RAD54B
6098,VIRMA
6099,ESRP1
6100,DPY19L4
6101,INTS8
6102,CCNE2
6103,NDUFAF6
6104,TP53INP1
6105,PLEKHF2
6106,UQCRB
6107,MTERF3
6108,PTDSS1
6109,SDC2
6110,CPQ
6111,TSPYL5
6112,MTDH
6113,LAPTM4B
6114,MATN2
6115,ERICH5
6116,RIDA
6117,POP1
6118,NIPAL2
6119,STK3
6120,KCNS2
6121,OSR2
6122,VPS13B
6123,COX6C
6124,POLR2K
6125,SPAG1
6126,RNF19A
6127,ANKRD46
6128,YWHAZ
6129,ZNF706
6130,GRHL2
6131,NCALD
6132,RRM2B
6133,UBR5
6134,KLF10
6135,AZIN1
6136,ATP6V1C1
6137,BAALC
6138,FZD6
6139,CTHRC1
6140,SLC25A32
6141,DCAF13
6142,DCSTAMP
6143,LRP12
6144,ZFPM2
6145,OXR1
6146,ANGPT1
6147,RSPO2
6148,EIF3E
6149,EMC2
6150,NUDCD1
6151,ENY2
6152,EBAG9
6153,SYBU
6154,KCNV1
6155,TRPS1
6156,EIF3H
6157,UTP23
6158,RAD21
6159,MED30
6160,EXT1
6161,SAMD12
6162,TNFRSF11B
6163,MAL2
6164,CCN3
6165,ENPP2
6166,TAF2
6167,DSCC1
6168,DEPTOR
6169,COL14A1
6170,MTBP
6171,SNTB1
6172,HAS2
6173,ZHX2
6174,DERL1
6175,TBC1D31
6176,FAM83A
6177,C8orf76
6178,ZHX1
6179,ATAD2
6180,FBXO32
6181,ANXA13
6182,FAM91A1
6183,FER1L6
6184,TMEM65
6185,TRMT12
6186,RNF139
6187,TATDN1
6188,NDUFB9
6189,MTSS1
6190,ZNF572
6191,SQLE
6192,WASHC5
6193,NSMCE2
6194,TRIB1
6195,LRATD2
6196,POU5F1B
6197,MYC
6198,GSDMC
6199,ASAP1
6200,EFR3A
6201,KCNQ3
6202,TMEM71
6203,PHF20L1
6204,TG
6205,SLA
6206,CCN4
6207,NDRG1
6208,ST3GAL1
6209,ZFAT
6210,KHDRBS3
6211,FAM135B
6212,COL22A1
6213,TRAPPC9
6214,CHRAC1
6215,AGO2
6216,PTK2
6217,DENND3
6218,SLC45A4
6219,GPR20
6220,PTP4A3
6221,TSNARE1
6222,ADGRB1
6223,ARC
6224,JRK
6225,PSCA
6226,THEM6
6227,LYNX1
6228,LY6D
6229,LY6E
6230,LY6H
6231,GPIHBP1
6232,ZFP41
6233,GLI4
6234,ZNF696
6235,TOP1MT
6236,RHPN1
6237,ZC3H3
6238,GSDMD
6239,MROH6
6240,NAPRT
6241,TIGD5
6242,PYCR3
6243,ZNF623
6244,ZNF707
6245,MAPK15
6246,FAM83H
6247,IQANK1
6248,SCRIB
6249,PUF60
6250,NRBP2
6251,EPPK1
6252,PLEC
6253,PARP10
6254,GRINA
6255,SPATC1
6256,OPLAH
6257,EXOSC4
6258,GPAA1
6259,CYC1
6260,SHARPIN
6261,MAF1
6262,WDR97
6263,HGH1
6264,MROH1
6265,BOP1
6266,SCX
6267,HSF1
6268,DGAT1
6269,SLC52A2
6270,TMEM249
6271,FBXL6
6272,ADCK5
6273,CPSF1
6274,VPS28
6275,TONSL
6276,KIFC2
6277,FOXH1
6278,PPP1R16A
6279,GPT
6280,MFSD3
6281,RECQL4
6282,LRRC14
6283,LRRC24
6284,C8orf82
6285,ARHGAP39
6286,ZNF251
6287,ZNF34
6288,ZNF517
6289,ZNF7
6290,COMMD5
6291,ZNF250
6292,ZNF16
6293,C8orf33
6294,DOCK8
6295,KANK1
6296,DMRT3
6297,DMRT2
6298,SMARCA2
6299,VLDLR
6300,PUM3
6301,RFX3
6302,GLIS3
6303,SLC1A1
6304,SPATA6L
6305,PLPP6
6306,CDC37L1
6307,RCL1
6308,JAK2
6309,PLGRKT
6310,CD274
6311,PDCD1LG2
6312,RIC1
6313,ERMP1
6314,KIAA2026
6315,RANBP6
6316,IL33
6317,UHRF2
6318,GLDC
6319,KDM4C
6320,DMAC1
6321,PTPRD
6322,TYRP1
6323,LURAP1L
6324,MPDZ
6325,NFIB
6326,ZDHHC21
6327,FREM1
6328,TTC39B
6329,SNAPC3
6330,PSIP1
6331,CCDC171
6332,BNC2
6333,CNTLN
6334,SH3GL2
6335,ADAMTSL1
6336,RRAGA
6337,HAUS6
6338,PLIN2
6339,DENND4C
6340,MLLT3
6341,FOCAD
6342,HACD4
6343,KLHL9
6344,IFNE
6345,MTAP
6346,CDKN2A
6347,CDKN2B
6348,DMRTA1
6349,ELAVL2
6350,TUSC1
6351,CAAP1
6352,PLAA
6353,LRRC19
6354,TEK
6355,MOB3B
6356,C9orf72
6357,ACO1
6358,TOPORS
6359,SMIM27
6360,NDUFB6
6361,APTX
6362,DNAJA1
6363,SMU1
6364,B4GALT1
6365,SPINK4
6366,BAG1
6367,CHMP5
6368,NFX1
6369,AQP7
6370,AQP3
